index,name,platform,publisher,developer,cscore,uscore,date,genre
18452,Friday the 13th: The Game,PC,GunMedia,"IllFonic,GunMedia",6.1,5.8,2017,Horror
18453,Hunters Legacy,XboxOne,Lienzo,Lienzo,6.1,0,2017,Action
18454,Blue Reflection,PC,KoeiTecmoGames,Gust,6.1,6.3,2017,Role-Playing
18455,Demons Crystals,PlayStation4,BadlandGames,BadlandGames,6.1,0,2017,Action
18456,Obduction,PlayStation4,"Cyan,Inc.","Cyan,Inc.",6.1,5.5,2017,Adventure
18457,Deadbeat Heroes,XboxOne,SquareEnix,DeadbeatStudios,6.1,0,2017,Action
18458,PaRappa the Rapper Remastered,PlayStation4,SonyInteractiveEntertainment,"NanaOn-Sha,SonyInteractiveEntertainment",6.1,5.3,2017,Action
18459,Destiny 2: Curse of Osiris,PC,Activision,Bungie,6.1,1.5,2017,Action
18460,Ninja Shodown,NintendoSwitch,RisingStarGames,BitmapBureau,6.1,0,2017,Miscellaneous
18461,Has-Been Heroes,PlayStation4,GameTrust,"Frozenbyte,Inc.,GameTrust",6.1,6.5,2017,Strategy
18462,The Keep,PC,Cinemax,Cinemax,6.1,0,2017,Role-Playing
18463,8DAYS,PlayStation4,BadlandGames,SantaClaraGames,6.1,5.9,2017,Action
18464,Perception,XboxOne,TheDeepEndGames,TheDeepEndGames,6.1,6.4,2017,Adventure
18465,Rogue Trooper Redux,XboxOne,SoldOut,SoldOut,6.1,6.6,2017,Action
18466,Phantom Trigger,NintendoSwitch,tinyBuild,tinyBuild,6.1,6.4,2017,Role-Playing
18467,WWE 2K17,PC,2KGames,Yukes,6.1,3.4,2017,Sports
18468,Crimsonland,NintendoSwitch,10tons,10tons,6.1,6.2,2017,Action
18469,Anoxemia,XboxOne,BadlandGames,BadlandGames,6.1,0,2017,Action
18470,Need for Speed Payback,XboxOne,ElectronicArts,GhostGames,6.1,3.8,2017,Simulation
18471,Outcast: Second Contact,PlayStation4,MaximumGames,"Appeal,BigbenInteractive,BigbenGames",6.1,7.2,2017,Action Adventure
18472,Need for Speed Payback,PlayStation4,ElectronicArts,GhostGames,6.1,4.2,2017,Simulation
18473,Ultra Hyperball,NintendoSwitch,Springloaded,Springloaded,6.1,6.2,2017,Action
18474,Siegecraft Commander,XboxOne,BlowfishStudios,BlowfishStudios,6.1,0,2017,Strategy
18475,Phoning Home,PC,IONLANDS,IONLANDS,6.1,7.1,2017,Action Adventure
18476,Rogue Trooper Redux,PC,Rebellion,TickTockGames,6.0,5.9,2017,Action
18477,Binaries,NintendoSwitch,AntWorkshop,AntWorkshop,6.0,0,2017,Action
18478,Oh...Sir! The Insult Simulator,PlayStation4,Gambitious,VileMonarch,6.0,0,2017,Simulation
18479,Beach Buggy Racing,NintendoSwitch,VectorUnit,VectorUnit,6.0,5.8,2017,Racing
18480,Touhou Double Focus,PlayStation4,NISAmerica,AquaStyle,6.0,5.9,2017,Action
18481,The Town of Light,XboxOne,WiredProductions,"LKAInteractive,LKA",6.0,6.6,2017,Adventure
18482,Black Mirror,PC,THQNordic,KINGArt,6.0,5.1,2017,Adventure
18483,Rogue Trooper Redux,NintendoSwitch,Rebellion,Rebellion,6.0,6.4,2017,Action
18484,Skeleton Boomerang,PC,Artisano,Artisano,6.0,0,2017,Action
18485,Front Defense,PC,ViveStudios,FantahornStudio,6.0,0,2017,Action
18486,Skylar & Plux: Adventure on Clover Island,XboxOne,GripGames,RightNiceGames,6.0,6.0,2017,Action
18487,Anoxemia,PlayStation4,BadlandGames,"BSKGames,BadlandGames",6.0,3.8,2017,Action
18488,We Are The Dwarves,XboxOne,WhaleRockGames,WhaleRockGames,6.0,0,2017,Strategy
18489,I and Me,NintendoSwitch,RatalaikaGamesS.L.,WishFang,6.0,6.7,2017,Action
18490,Ancient Amuletor,PlayStation4,TIGAMES,TIGAMES,6.0,6.6,2017,Adventure
18491,Brawlout,NintendoSwitch,AngryMobGames,AngryMobGames,6.0,5.7,2017,Action
18492,Final Fantasy XV - Multiplayer Expansion: Comrades,PlayStation4,SquareEnix,SquareEnix,6.0,8.7,2017,Role-Playing
18493,Morphite,PlayStation4,BlowfishStudios,CrescentMoonGames,6.0,6.2,2017,Action Adventure
18494,De-formers,PlayStation4,GameTrust,ReadyatDawn,6.0,4.2,2017,Action
18495,Auto Age: Standoff,PC,PhantomCompass,PhantomCompass,5.9,0,2017,Simulation
18496,Planet of the Apes: Last Frontier,PlayStation4,20thCenturyFoxFilmCorporation,"CreativeEngland,CreativeEngland",5.9,5.2,2017,Action Adventure
18497,Sniper: Ghost Warrior 3,PC,CityInteractive,CityInteractive,5.9,6.2,2017,Action
18498,Mario Party: The Top 100,3DS,Nintendo,"Nintendo,NdCube",5.9,6.7,2017,Miscellaneous
18499,Late Shift,PlayStation4,WalesInteractiveLtd.,WalesInteractiveLtd.,5.9,6.6,2017,Adventure
18500,Micro Machines World Series,PlayStation4,Codemasters,"Codemasters,JustAddWater",5.9,3.7,2017,Racing
18501,NASCAR Heat 2,XboxOne,704Games,"MonsterGamesInc.,704Games",5.9,0,2017,Racing
18502,Cars 3: Driven to Win,XboxOne,WarnerBros.InteractiveEntertainment,AvalancheSoftware,5.9,7.0,2017,Racing
18503,Mortal Blitz,PlayStation4,Skonec,Skonec,5.9,6.9,2017,Action
18504,Zombie Vikings,XboxOne,Zoink!,Zoink!,5.9,0,2017,Action
18505,Rogue Trooper Redux,PlayStation4,SoldOut,SoldOut,5.9,6.7,2017,Action
18506,TARTARUS,PC,AbyssGameworks,AbyssGameworks,5.9,6.5,2017,Adventure
18507,Rain World,PlayStation4,AdultSwim,Videocult,5.9,6.8,2017,Action
18508,LEGO Worlds,NintendoSwitch,WarnerBros.InteractiveEntertainment,TTGames,5.9,7.0,2017,Action Adventure
18509,Super Luckys Tale,PC,PlayfulCorp.,PlayfulCorp.,5.9,7.2,2017,2D
18510,Surf World Series,XboxOne,VisionGamesPublishingLTD,ClimaxStudios,5.9,0,2017,Sports
18511,Astro Duel Deluxe,NintendoSwitch,PanicButton,PanicButton,5.9,6.5,2017,Action
18512,Lifespeed,3DS,WeeManStudios,WeeManStudios,5.9,0,2017,Racing
18513,Skylar & Plux: Adventure on Clover Island,PlayStation4,GripGames,"GripGames,RightNiceGames",5.9,6.5,2017,Action
18514,SG/ZH: School Girl Zombie Hunter,PlayStation4,AksysGames,Tamsoft,5.9,6.4,2017,Action
18515,Arelite Core,PC,DragonSlumber,DragonSlumber,5.9,7.2,2017,General
18516,Subject 13,XboxOne,Microids,PaulCuisset,5.9,0,2017,Adventure
18517,I Am Bread,XboxOne,BossaStudios,BossaStudios,5.9,4.0,2017,Miscellaneous
18518,Final Fantasy XV: Episode Gladiolus,PlayStation4,SquareEnix,SquareEnix,5.9,8.7,2017,Role-Playing
18519,Empathy,PC,IcebergInteractive,PixelNight,5.9,6.0,2017,Adventure
18520,Cars 3: Driven to Win,NintendoSwitch,WarnerBros.InteractiveEntertainment,AvalancheSoftware,5.9,5.1,2017,Racing
18521,Moto Racer 4,XboxOne,PQube,PQube,5.9,4.4,2017,Racing
18522,Aqua Moto Racing Utopia,NintendoSwitch,BigbenInteractive,Zordix,5.8,6.6,2017,Racing
18523,Behold the Kickmen,PC,SizeFiveGames,SizeFiveGames,5.8,0,2017,Sports
18524,Hunting Simulator,PlayStation4,BigbenInteractive,MaximumGames,5.8,5.2,2017,Sports
18525,Bio Inc. Redemption,PC,DryGinStudios,DryGinStudios,5.8,7.3,2017,Simulation
18526,ACA NeoGeo: World Heroes Perfect,NintendoSwitch,Hamster,ADK,5.8,6.2,2017,Action
18527,Rolling Bob,PlayStation4,MOONFACTORYSC,MOONFACTORYSC,5.8,5.9,2017,Action
18528,Micro Machines World Series,PC,Codemasters,Codemasters,5.8,3.4,2017,Racing
18529,Memoranda,PC,DigitalDragon,BitByterz,5.8,6.3,2017,Adventure
18530,Tour de France 2017,PlayStation4,FocusHomeInteractive,"Cyanide,CyanideStudios",5.8,5.1,2017,Sports
18531,Dead by Daylight,XboxOne,505Games,505Games,5.8,6.1,2017,Action Adventure
18532,Dark Rose Valkyrie,PlayStation4,IdeaFactory,CompileHeart,5.8,6.0,2017,Role-Playing
18533,1-2-Switch,NintendoSwitch,Nintendo,Nintendo,5.8,4.8,2017,Miscellaneous
18534,The Caligula Effect,PlayStationVita,Atlus,Aquria,5.8,6.9,2017,Role-Playing
18535,Pacer,PC,R8Games,R8Games,5.8,7.5,2017,Racing
18536,Elex,PlayStation4,NordicGamesPublishing,PiranhaBytes,5.8,6.4,2017,Role-Playing
18537,Pixel Heroes: Byte & Magic,XboxOne,HeadupGames,HeadupGames,5.8,0,2017,Role-Playing
18538,Sonic Forces,PlayStation4,SegaSoft,"SegaSoft,SonicTeam",5.7,6.9,2017,Action Adventure
18539,Micro Machines World Series,XboxOne,Codemasters,"Codemasters,JustAddWater",5.7,5.0,2017,Racing
18540,Sonic Forces,NintendoSwitch,SegaSoft,SonicTeam,5.7,7.0,2017,Action Adventure
18541,Destiny 2: Curse of Osiris,XboxOne,Activision,Bungie,5.7,1.2,2017,Action
18542,RXN: Raijin,NintendoSwitch,KAYACInc.,Gulti,5.7,0,2017,Action
18543,Hiragana Pixel Party,NintendoSwitch,Springloaded,Springloaded,5.7,0,2017,Miscellaneous
18544,Destiny 2: Curse of Osiris,PlayStation4,Activision,Bungie,5.7,1.5,2017,Action
18545,Numantia,PC,RecotechnologyS.L.,RecotechnologyS.L.,5.7,0,2017,Strategy
18546,Caveman Warriors,PlayStation4,JanduSoft,JanduSoft,5.7,0,2017,Action
18547,John Wick Chronicles,PC,Starbreeze,Starbreeze,5.7,6.0,2017,Action
18548,Astro Bears Party,NintendoSwitch,QubicGames,QubicGames,5.7,6.8,2017,Action
18549,Black Mirror,XboxOne,THQNordic,THQNordic,5.7,2.9,2017,Adventure
18550,Sniper: Ghost Warrior 3,XboxOne,CityInteractive,CityInteractive,5.7,6.3,2017,Action
18551,n Verlore Verstand,XboxOne,SkobbejakGames,SkobbejakGames,5.7,0,2017,Adventure
18552,RWBY: Grimm Eclipse,XboxOne,RoosterTeethGames,RoosterTeethGames,5.7,7.0,2017,Action
18553,Uncanny Valley,XboxOne,DigeratiDistribution,DigeratiDistribution,5.7,3.2,2017,Action Adventure
18554,Rugby 18,XboxOne,BigbenInteractive,KochMedia,5.6,8.3,2017,Sports
18555,Raiders of the Broken Planet,PlayStation4,MercurySteam,MercurySteam,5.6,5.0,2017,Strategy
18556,Theseus,PlayStation4,ForgeReply,ForgeReply,5.6,6.4,2017,Action Adventure
18557,Oh My Godheads,PlayStation4,SquareEnix,Titutitech,5.6,0,2017,Action
18558,Ben 10,PlayStation4,OutrightGames,OutrightGames,5.6,5.8,2017,Action
18559,Earthlock: Festival of Magic,PlayStation4,SnowCastleGames,SnowCastleGames,5.6,0,2017,Role-Playing
18560,Dont Knock Twice,PC,WalesInteractiveLtd.,WalesInteractiveLtd.,5.6,6.0,2017,Adventure
18561,Perception,PlayStation4,TheDeepEndGames,TheDeepEndGames,5.6,6.3,2017,Adventure
18562,Plantera Deluxe,NintendoSwitch,RatalaikaGames,RatalaikaGames,5.6,0,2017,Strategy
18563,100ft Robot Golf,PlayStation4,NoGoblin,NoGoblin,5.6,5.9,2017,Sports
18564,Drawn to Death,PlayStation4,SCEA,"SCEASanDiegoStudios,SonyInteractiveEntertainment",5.6,6.0,2017,Action
18565,Perception,PC,TheDeepEndGames,TheDeepEndGames,5.6,6.5,2017,Adventure
18566,Cooking Mama: Sweet Shop,3DS,RisingStarGames,OfficeCreate,5.6,5.0,2017,Simulation
18567,Bush Hockey League,PlayStation4,V7EntertainmentInc.,V7EntertainmentInc.,5.6,4.6,2017,Sports
18568,Valkyria Revolution,XboxOne,SegaSoft,"SegaSoft,Sega",5.6,4.9,2017,Role-Playing
18569,Sonic Forces,PC,Sega,SonicTeam,5.6,6.3,2017,Action Adventure
18570,Dont Knock Twice,PlayStation4,WalesInteractiveLtd.,WalesInteractiveLtd.,5.6,6.3,2017,Adventure
18571,Jettomero: Hero of the Universe,XboxOne,GhostTimeGames,GhostTimeGames,5.6,0,2017,Action
18572,Empyre: Lords of the Sea Gates,PC,Not specified,CoinOperatedGames,5.6,0,2017,Role-Playing
18573,Dead Effect 2,XboxOne,"BadFlyInteractive,a.s","BadFlyInteractive,a.s,BadFlyInteractive",5.6,6.4,2017,Action
18574,Sniper: Ghost Warrior 3,PlayStation4,CityInteractive,CityInteractive,5.5,6.4,2017,Action
18575,Othello,NintendoSwitch,ArcSystemWorks,ArcSystemWorks,5.5,6.2,2017,Miscellaneous
18576,Bit Dungeon+,XboxOne,DoloresEntertainmentSL,Cosen,5.5,0,2017,Action Adventure
18577,Creeping Terror,3DS,AksysGames,SUSHITYPHOONGAMES,5.5,7.6,2017,Adventure
18578,Akibas Beat,PlayStation4,XSEEDGames,Acquire,5.5,6.9,2017,Action Adventure
18579,Your Toy,XboxOne,E-HomeEntertainment,VivaGames,5.5,7.0,2017,Adventure
18580,Jump Stars,PlayStation4,JamitGames,JamitGames,5.5,0,2017,Miscellaneous
18581,Black & White Bushido,XboxOne,GoodCatch,GoodCatch,5.5,0,2017,Action
18582,Warhammer Quest,XboxOne,ChilledMouse,ChilledMouse,5.5,0,2017,Strategy
18583,Pizza Connection 3,PC,AssembleEntertainment,Gentlymad,5.5,3.7,2017,Strategy
18584,Beat The Game,PC,WormAnimation,WormAnimation,5.5,5.2,2017,Adventure
18585,2Dark,PlayStation4,Gloomywood,Gloomywood,5.4,7.3,2017,Action Adventure
18586,Kholat,XboxOne,IMGN.PRO,IMGN.PRO,5.4,5.5,2017,Adventure
18587,Black Mirror,PlayStation4,THQNordic,THQNordic,5.4,5.4,2017,Adventure
18588,Valkyria Revolution,PlayStation4,SegaSoft,MediaVision,5.4,5.8,2017,Role-Playing
18589,Yodanji,NintendoSwitch,Kemco,Kemco,5.4,5.8,2017,Role-Playing
18590,Circuit Breakers,PlayStation4,MergeGames,Triverske,5.4,0,2017,Action
18591,Berserk and the Band of the Hawk,PC,KoeiTecmoGames,OmegaForce,5.4,6.5,2017,Action
18592,Steven Universe: Save the Light,PlayStation4,GrumpyfaceStudios,GrumpyfaceStudios,5.4,7.2,2017,Role-Playing
18593,Freaky Awesome,PC,Mandragora,Mandragora,5.4,7.3,2017,Action
18594,Pixel Heroes: Byte & Magic,PlayStation4,HeadupGames,TheBitfather,5.4,0,2017,Role-Playing
18595,Knee Deep,PlayStation4,WalesInteractiveLtd.,WalesInteractiveLtd.,5.4,0,2017,Adventure
18596,Shephy,NintendoSwitch,ArcSystemWorks,ArcSystemWorks,5.4,5.9,2017,Strategy
18597,Smashbox Arena,PlayStation4,"BigBoxVR,Inc.","BigBoxVR,Inc.",5.4,4.6,2017,Action
18598,Raiders of the Broken Planet,PC,MercurySteam,MercurySteam,5.4,5.9,2017,Strategy
18599,Oure,PlayStation4,HeavySpectrum,HeavySpectrum,5.3,5.5,2017,Action Adventure
18600,Siegecraft Commander,PC,BlowfishStudios,BlowfishStudios,5.3,0,2017,Strategy
18601,TransRoad: USA,PC,astragon,Deck13,5.3,0,2017,Strategy
18602,AereA,PC,Soedesco,TriangleStudios,5.3,3.6,2017,Role-Playing
18603,Dark Witch Music Episode: Rudymical,NintendoSwitch,FlyhighWorks,FlyhighWorks,5.3,6.0,2017,Adventure
18604,Doodle God: Ultimate Edition,XboxOne,JoyBits,"JoyBitsLtd.,JoyBits",5.3,0,2017,Miscellaneous
18605,Flip Wars,NintendoSwitch,Nintendo,"OVERFENCECO.,LTD.,OverFence",5.3,6.0,2017,Puzzle
18606,Valkyrie Drive: Bhikkhuni,PC,PQube,"MarvelousInc.,HoneyParadeGames",5.3,3.8,2017,Action
18607,Friday the 13th: The Game,XboxOne,GunMedia,"IllFonic,GunMedia",5.3,5.6,2017,Action Adventure
18608,Monopoly for Nintendo Switch,NintendoSwitch,Ubisoft,"AsoboStudio,EngineSoftware",5.3,6.1,2017,Miscellaneous
18609,VR Ping Pong,PlayStation4,ReddollSrl,ReddollSrl,5.3,6.1,2017,Sports
18610,Has-Been Heroes,NintendoSwitch,GameTrust,"Frozenbyte,Inc.",5.3,7.2,2017,Strategy
18611,Revenant Saga,NintendoSwitch,Kemco,Kemco,5.3,6.3,2017,Role-Playing
18612,Constructor,XboxOne,DeepSilver,System3,5.3,4.3,2017,Strategy
18613,Raid: World War II,PC,Starbreeze,LionGames,5.3,4.2,2017,Action Adventure
18614,Dont Knock Twice,XboxOne,WalesInteractiveLtd.,WalesInteractiveLtd.,5.3,0,2017,Adventure
18615,Tekken 7 - DLC #1: Ultimate Tekken Bowl,PlayStation4,BandaiNamcoGames,BandaiNamcoGames,5.3,0,2017,Action
18616,Waking the Glares: Chapters I and II,PC,WisefoolStudio,WisefoolStudio,5.3,0,2017,Adventure
18617,Legna Tactica,3DS,Kemco,"Hit-PointCo.,Ltd.",5.3,0,2017,Strategy
18618,FlatOut 4: Total Insanity,PC,StrategyFirst,"StrategyFirst,Kylotonn",5.2,6.3,2017,General
18619,No70: Eye of Basir,PC,OldmoustacheGameworks,OldmoustacheGameworks,5.2,5.2,2017,First-Person
18620,Hidden Dragon Legend,PlayStation4,OasisGames,OasisGames,5.2,5.3,2017,Action
18621,Uncanny Valley,PlayStation4,CowardlyCreations,CowardlyCreations,5.2,4.8,2017,Action Adventure
18622,Unbox: Newbies Adventure,NintendoSwitch,MergeGames,ProspectGames,5.2,6.1,2017,Action
18623,DreamBreak,XboxOne,DigeratiDistribution,DigeratiDistribution,5.2,0,2017,Adventure
18624,Realpolitiks,PC,1CCompany,JujubeeS.A.,5.2,6.3,2017,Strategy
18625,Caveman Warriors,NintendoSwitch,JanduSoft,JanduSoft,5.2,5.6,2017,Action
18626,Snow Moto Racing Freedom,NintendoSwitch,BigbenInteractive,Zordix,5.2,6.4,2017,Racing
18627,New Frontier Days: Founding Pioneers,NintendoSwitch,ArcSystemWorks,ArcSystemWorks,5.2,4.6,2017,Strategy
18628,Syberia 3,PC,Ubisoft,Microids,5.1,5.9,2017,Modern
18629,ACORN Tactics,NintendoSwitch,TACSGames,TACSGames,5.1,0,2017,Strategy
18630,Unearthing Mars,PlayStation4,WinkingEntertainmentCorporation,"WinkingEntertainmentCorporation,WinkingEntertainment",5.1,4.1,2017,Action Adventure
18631,Super Ping Pong Trick Shot,NintendoSwitch,Starsign,Starsign,5.1,0,2017,Sports
18632,Divide,PlayStation4,ExplodingTubaStudios,ExplodingTubaStudios,5.0,0,2017,Action Adventure
18633,AereA,XboxOne,Soedesco,"TriangleStudios,Soedesco",5.0,4.0,2017,Role-Playing
18634,Double Dragon IV,PC,ArcSystemWorks,ArcSystemWorks,5.0,6.2,2017,Action
18635,Tiny Troopers: Joint Ops XL,NintendoSwitch,WiredProductions,"EpiphanyGames,PlungeInteractive",5.0,0,2017,Action
18636,Night Trap: 25th Anniversary Edition,PlayStation4,LimitedRunGames,DigitalPictures,5.0,5.1,2017,Action
18637,Toby: The Secret Mine,PlayStation4,HeadupGames,LukasNavratil,5.0,0,2017,Action
18638,Snow Moto Racing Freedom,PC,Zordix,Zordix,5.0,8.7,2017,Racing
18639,Pylon: Rogue,PC,QuantumSquidInteractive,QuantumSquidInteractive,5.0,0,2017,Role-Playing
18640,Squareboy vs. Bullies: Arena Edition,NintendoSwitch,RatalaikaGames,RatalaikaGames,5.0,5.0,2017,Action
18641,Locks Quest,PlayStation4,THQNordic,DigitalContinue,5.0,0,2017,Strategy
18642,Trulon: The Shadow Engine,XboxOne,HeadupGames,HeadupGames,4.9,0,2017,Role-Playing
18643,Mighty Morphin Power Rangers: Mega Battle,PlayStation4,BandaiNamcoGames,BandaiNamcoGames,4.9,5.3,2017,Action
18644,De-formers,XboxOne,GameTrust,ReadyatDawn,4.9,0,2017,Action
18645,We Are Chicago,PC,CultureShockGamesLLC,CultureShockGamesLLC,4.9,2.1,2017,Adventure
18646,Double Dragon IV,PlayStation4,ArcSystemWorks,ArcSystemWorks,4.9,6.3,2017,Action
18647,Bush Hockey League,XboxOne,V7EntertainmentInc.,V7EntertainmentInc.,4.9,0,2017,Sports
18648,Moto Racer 4,PlayStation4,PQube,PQube,4.9,5.4,2017,Racing
18649,Bush Hockey League,PC,V7EntertainmentInc.,V7EntertainmentInc.,4.8,4.3,2017,Sports
18650,Dead Alliance,PlayStation4,MaximumGames,"IllFonic,MaximumGames,Psyop",4.8,0,2017,Action
18651,Boost Beast,NintendoSwitch,ArcSystemWorks,Arzest,4.8,5.5,2017,Puzzle
18652,Syberia 3,PlayStation4,Microids,Microids,4.8,6.1,2017,Adventure
18653,Randall,PC,WeTheForce,WeTheForce,4.8,0,2017,Action
18654,Vaccine,XboxOne,RainyNightCreations,"RainyNightCreations,RNC",4.8,0,2017,Action Adventure
18655,Slain: Back from Hell,NintendoSwitch,DigeratiDistribution,StageClearStudios,4.7,5.9,2017,Action
18656,Dead Rising 4: Frank Rising,XboxOne,MicrosoftGameStudios,CapcomVancouver,4.7,3.5,2017,Action Adventure
18657,League of War: VR Arena,PlayStation4,"MunkyFun,Inc.","MunkyFun,Inc.",4.6,5.0,2017,Strategy
18658,Raid: World War II,XboxOne,Starbreeze,Starbreeze,4.6,5.6,2017,Action Adventure
18659,Party Planet,NintendoSwitch,Mastiff,"Mastiff,Teyon",4.6,4.3,2017,Miscellaneous
18660,The Deer God,PlayStation4,CrescentMoonGames,CinoptStudiosLLC,4.6,1.0,2017,Action
18661,Inmates,PC,IcebergInteractive,IcebergInteractive,4.6,7.5,2017,Action Adventure
18662,Raid: World War II,PlayStation4,Starbreeze,Starbreeze,4.6,3.5,2017,Action Adventure
18663,AereA,PlayStation4,Soedesco,"TriangleStudios,Soedesco",4.6,2.0,2017,Role-Playing
18664,Mighty Morphin Power Rangers: Mega Battle,XboxOne,BandaiNamcoGames,BandaiNamcoGames,4.6,5.7,2017,Action
18665,Verdun,XboxOne,M2H,"AbstractionGames,M2H,BlackmillGames",4.6,5.7,2017,Action
18666,Bubsy: The Woolies Strike Back,PlayStation4,Accolade,BlackForestGames,4.5,5.8,2017,Action
18667,Reservoir Dogs: Bloody Days,PC,BigStarGames,BigStarGames,4.5,5.7,2017,Action
18668,Maize,PlayStation4,FinishLineGames,FinishLineGames,4.5,0,2017,Adventure
18669,Spheroids,PlayStation4,EclipseGames,EclipseGames,4.5,0,2017,Action
18670,Violett,NintendoSwitch,ForeverEntertainment,ForeverEntertainment,4.5,4.3,2017,Adventure
18671,Bubsy: The Woolies Strike Back,PC,Accolade,BlackForestGames,4.4,4.8,2017,Action
18672,Husk,PC,IMGN.PRO,UndeadScout,4.4,4.1,2017,Action Adventure
18673,Vaccine,NintendoSwitch,RainyFrog,RainyNightCreations,4.4,4.2,2017,Action Adventure
18674,Dead Alliance,XboxOne,MaximumGames,"IllFonic,MaximumGames,Psyop",4.3,3.4,2017,Action
18675,Mecho Tales,NintendoSwitch,ArcadeDistillery,ArcadeDistillery,4.3,2.4,2017,Action
18676,VR Karts,PlayStation4,ViewpointGames,ViewpointGames,4.2,5.6,2017,Racing
18677,Touhou Kobuto V: Burst Battle,PlayStation4,NISAmerica,CUBETYPE,4.2,3.0,2017,Action
18678,Tango Fiesta,XboxOne,MergeGames,MergeGames,4.2,0,2017,Action
18679,Hello Neighbor,XboxOne,tinyBuild,tinyBuild,4.2,4.5,2017,Action
18680,Wheels of Aurelia,NintendoSwitch,MixedBagSrl,MixedBagSrl,4.2,2.3,2017,Racing
18681,Rugby 18,PlayStation4,BigbenInteractive,KochMedia,4.1,4.7,2017,Sports
18682,Ben 10,NintendoSwitch,OutrightGames,OutrightGames,4.1,3.7,2017,Action
18683,Future War:Reborn,XboxOne,Goodnettechnologyco.Ltd,Goodnettechnologyco.Ltd,4.1,0,2017,Action
18684,Inner Chains,PC,IMGN.PRO,TelepathsTree,4.0,5.2,2017,Action
18685,Syndrome,PlayStation4,FunboxMedia,FunboxMedia,4.0,1.8,2017,Action Adventure
18686,Drive Girls,PlayStationVita,RisingStarGames,Tamsoft,3.9,5.5,2017,Action
18687,Troll and I,PlayStation4,MaximumGames,MaximumGames,3.9,4.6,2017,Action Adventure
18688,Dont Knock Twice,NintendoSwitch,WalesInteractiveLtd.,WalesInteractiveLtd.,3.9,2.8,2017,Adventure
18689,The Deer God,NintendoSwitch,CinoptStudiosLLC,CinoptStudiosLLC,3.9,3.6,2017,Action
18690,Dying: Reborn,PlayStation4,OasisGames,Nekcom,3.8,5.3,2017,Adventure
18691,Hello Neighbor,PC,tinyBuild,DynamicPixels,3.8,4.5,2017,Action
18692,R.B.I. Baseball 17,NintendoSwitch,MLBAM,MLBAM,3.8,4.7,2017,Sports
18693,Touhou Kobuto V: Burst Battle,NintendoSwitch,NISAmerica,CUBETYPE,3.8,4.5,2017,Action
18694,Randall,PlayStation4,WeTheForce,WeTheForce,3.8,2.2,2017,Action
18695,36 Fragments of Midnight,NintendoSwitch,RatalaikaGames,RatalaikaGames,3.7,3.5,2017,Action
18696,Monster Jam: Crush It!,NintendoSwitch,GameMillEntertainment,GameMillEntertainment,3.6,4.5,2017,Racing
18697,Tokyo Tattoo Girls,PlayStationVita,NISAmerica,SUSHITYPHOONGAMES,3.6,4.5,2017,Action
18698,WWE 2K18,NintendoSwitch,2KGames,Yukes,3.5,1.4,2017,Sports
18699,Troll and I,XboxOne,MaximumGames,MaximumGames,3.3,5.0,2017,Action Adventure
18700,Road Rage,XboxOne,MaximumGames,MaximumGames,3.3,3.2,2017,Simulation
18701,Sniper Rust VR,PC,ZatunGameStudio,ZatunGameStudio,2.9,0,2017,Action
18702,Woodle Tree Adventures Deluxe,NintendoSwitch,ChubbyPixel,ChubbyPixel,2.8,5.1,2017,Action
18703,Troll and I,PC,MaximumGames,SpiralHouseLtd.,2.7,3.8,2017,Action Adventure
18704,Road Rage,PlayStation4,MaximumGames,MaximumGames,2.6,2.2,2017,Simulation
18705,Vroom in the Night Sky,NintendoSwitch,Poisoft,Poisoft,1.7,3.1,2017,Sports
18706,Red Dead Redemption 2,XboxOne,RockstarGames,RockstarGames,9.7,7.6,2018,Action Adventure
18707,Red Dead Redemption 2,PlayStation4,RockstarGames,RockstarGames,9.7,8.1,2018,Action Adventure
18708,Divinity: Original Sin II - Definitive Edition,PC,LarianStudiosGames,LarianStudiosGames,9.5,9.0,2018,Role-Playing
18709,God of War,PlayStation4,SonyInteractiveEntertainment,SCESantaMonica,9.4,9.1,2018,Action Adventure
18710,Celeste,XboxOne,MattMakesGamesInc.,MattMakesGamesInc.,9.4,6.8,2018,Action
18711,Undertale,NintendoSwitch,tobyfox,tobyfox,9.3,7.8,2018,Role-Playing
18712,Super Smash Bros. Ultimate,NintendoSwitch,Nintendo,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.",9.3,8.7,2018,Action
18713,Forza Horizon 4,XboxOne,MicrosoftGameStudios,PlaygroundGames,9.2,7.8,2018,Racing
18714,Divinity: Original Sin II - Definitive Edition,XboxOne,LarianStudiosGames,LarianStudiosGames,9.2,7.9,2018,Role-Playing
18715,Celeste,NintendoSwitch,MattMakesGamesInc.,MattMakesGamesInc.,9.2,8.4,2018,Action
18716,Divinity: Original Sin II - Definitive Edition,PlayStation4,LarianStudiosGames,LarianStudiosGames,9.2,7.8,2018,Role-Playing
18717,Bayonetta 2,NintendoSwitch,Nintendo,"Nintendo,PlatinumGames",9.2,8.5,2018,Action Adventure
18718,INSIDE,NintendoSwitch,PLAYDEAD,PLAYDEAD,9.1,8.4,2018,Action
18719,Sonic Mania Plus,NintendoSwitch,Sega,Sega,9.1,8.8,2018,Action
18720,Dead Cells,XboxOne,MotionTwin,MotionTwin,9.1,8.2,2018,Action
